CustomerID,Recency,Frequency,Monetary,Cluster
14238,327,1,146.85,2
14239,44,11,2380.85,0
14240,31,2,890.34,1
14241,184,1,213.70000000000002,2
14242,235,2,280.55,2
14243,9,10,2588.77,0
14245,220,2,1693.45,2
14246,111,3,1474.06,1
14247,279,1,136.76999999999998,2
14248,319,1,302.58,2
14250,8,3,1904.05,0
14251,2,5,2879.7000000000003,0
14256,261,2,969.0600000000001,2
14257,65,5,3099.7200000000003,0
14258,10,9,12669.98,0
14259,142,1,120.0,2
14261,51,2,1163.45,1
14262,9,8,2618.23,0
14264,155,2,333.97,1
14267,163,3,1516.24,1
14270,332,1,492.65000000000003,2
14271,226,1,112.32,2
14272,74,2,437.96,1
14273,52,4,559.97,1
14276,99,3,1119.74,1
14280,197,1,134.04,2
14282,4,15,3729.34,0
14284,31,2,595.25,1
14285,22,4,1910.01,0
14286,24,3,4628.75,0
14287,9,3,176.63,1
14288,214,1,426.6,2
14289,9,6,911.26,0
14290,12,5,2314.65,0
14291,2,11,3883.25,0
14292,8,9,4871.93,0
14293,4,4,1046.56,0
14295,41,1,166.20000000000002,1
14297,18,4,1305.33,0
14298,9,44,51527.3,0
14299,9,9,3965.62,0
14300,19,1,43.2,1
14301,118,1,640.14,1
14304,223,1,383.45,2
14305,72,3,1858.96,0
14306,52,2,2093.32,1
14307,89,6,2995.72,0
14309,9,9,2352.53,0
14311,243,1,310.26,2
14312,47,6,1611.59,0
14314,107,1,120.0,1
14315,45,6,2481.13,0
14317,65,1,508.58000000000004,1
14320,207,2,477.79,2
14321,11,5,1530.75,0
14323,115,2,605.0600000000001,1
14326,243,1,183.85,2
14327,164,1,311.65,2
14329,18,7,5014.84,0
14331,125,2,462.65999999999997,1
14332,23,3,866.31,1
14333,68,1,415.2,1
14334,17,8,2552.21,0
14336,17,4,1614.91,0
14338,162,2,588.22,1
14339,243,1,309.52,2
14340,219,1,134.7,2
14341,46,8,2182.28,0
14342,22,4,668.5600000000001,1
14344,128,8,889.9300000000001,0
14345,39,1,108.97999999999999,1
14346,121,2,1021.58,1
14348,261,1,409.57,2
14349,11,1,133.5,1
14350,275,1,282.93,2
14351,165,1,51.0,2
14352,158,4,1078.96,1
14353,216,1,90.6,2
14354,6,2,163.62,1
14355,366,1,174.4,2
14356,80,2,701.23,1
14357,44,1,225.77,1
14359,20,3,912.18,1
14360,32,4,2128.23,0
14362,23,1,161.2,1
14364,109,8,3717.35,0
14367,9,16,9261.52,0
14368,320,1,155.0,2
14371,296,1,100.5,2
14373,359,1,76.55,2
14375,186,1,257.68,2
14377,192,2,617.05,2
14379,45,2,348.1,1
14381,53,1,202.68,1
14382,27,1,626.0699999999999,1
14383,39,3,1247.69,1
14385,10,3,202.11,1
14386,297,1,142.4,2
14387,33,3,1770.56,0
14388,11,8,3212.84,0
14389,66,2,1043.46,1
14390,11,9,4652.82,0
14393,219,1,67.95,2
14395,3,9,3507.71,0
14396,66,2,487.99,1
14397,3,19,2612.96,0
14400,150,1,574.7,1
14401,5,13,4051.48,0
14403,131,4,1475.81,0
14404,34,6,1474.32,0
14406,120,1,156.75,1
14407,108,6,2157.73,0
14408,11,7,2606.53,0
14409,72,6,2059.4500000000003,0
14410,93,9,1105.07,0
14411,311,1,1063.0,2
14412,43,2,770.03,1
14413,363,1,122.7,2
14414,92,7,1496.98,0
14415,2,13,5900.28,0
14416,23,2,490.22,1
14418,4,3,1937.25,0
14419,11,6,1058.06,0
14420,100,1,387.52,1
14421,58,2,813.11,1
14422,1,6,4263.64,0
14423,219,1,265.2,2
14424,18,1,322.08,1
14426,24,10,4481.67,0
14427,51,2,363.34000000000003,1
14428,8,5,1244.83,0
14431,303,1,470.36,2
14432,10,6,2255.51,0
14434,22,6,1372.8,0
14436,99,1,89.06,1
14437,366,1,63.0,2
14438,307,1,131.9,2
14440,9,5,2357.6800000000003,0
14441,1,4,1712.89,0
14443,54,4,1420.2,0
14446,1,4,1039.58,0
14447,19,5,1163.23,0
14448,10,2,375.35,1
14449,19,4,907.1,1
14450,181,3,483.25,2
14451,61,2,662.59,1
14452,11,2,264.44,1
14453,191,1,119.93,2
14456,6,9,3062.4,0
14457,311,1,113.64,2
14459,156,1,1837.92,1
14460,111,3,434.34,1
14461,149,3,2103.06,1
14462,67,11,2004.02,0
14463,99,3,529.62,1
14465,247,3,1058.6200000000001,2
14466,30,7,2272.4,0
14467,18,4,598.76,1
14470,12,2,461.19,1
14472,104,8,1936.84,0
14473,75,2,234.34000000000003,1
14474,47,1,547.66,1
14475,72,3,925.85,1
14476,258,1,215.7,2
14477,20,4,1309.6,0
14479,254,2,316.25,2
14480,12,1,279.05,1
14481,165,2,636.51,1
14482,19,6,2068.15,0
14483,282,1,137.1,2
14484,51,1,321.92,1
14485,39,1,165.75,1
14487,27,6,1196.33,0
14488,68,1,1064.28,1
14489,208,1,463.38,2
14491,176,2,340.93,2
14493,8,5,2383.2400000000002,0
14494,26,1,139.56,1
14495,51,2,123.8,1
14496,312,2,538.8100000000001,2
14497,310,1,475.37,2
14498,43,5,1957.32,0
14499,27,3,815.32,1
14500,89,3,356.85,1
14501,184,2,251.21,2
14502,20,11,2470.67,0
14503,4,6,3543.26,0
14504,48,4,673.26,1
14505,18,8,5905.64,0
14506,18,5,2012.17,0
14507,24,6,1383.18,0
14508,23,2,276.42,1
14511,12,5,1314.81,0
14512,188,2,275.28,2
14513,101,3,455.59000000000003,1
14514,62,3,1055.35,1
14515,18,6,2102.09,0
14517,34,2,330.45,1
14518,65,1,174.37,1
14520,2,2,270.6,1
14522,25,4,974.54,1
14523,109,1,241.09,1
14524,32,9,1867.68,0
14525,20,9,4332.2,0
14527,3,55,8508.82,0
14528,38,1,364.21999999999997,1
14529,61,3,620.04,1
14530,26,6,2925.91,0
14532,237,4,932.85,2
14533,25,7,1949.72,0
14534,3,18,4447.05,0
14535,61,3,2864.19,0
14536,260,1,171.8,2
14537,58,1,355.56,1
14538,65,2,388.25,1
14539,16,2,537.48,1
14540,10,3,996.26,1
14541,59,8,1461.65,0
14542,186,1,103.25,2
14543,29,16,3630.33,0
14544,25,2,2024.45,1
14546,6,5,2578.09,0
14547,4,8,4007.54,0
14548,151,2,652.8,1
14549,312,1,289.24,2
14550,11,2,765.62,1
14551,19,2,186.23,1
14552,152,1,165.07,2
14553,20,5,859.27,0
14554,11,4,2381.04,0
14555,58,2,324.14,1
14557,86,1,788.38,1
14560,8,22,2237.77,0
14561,76,3,1080.76,1
14562,4,18,5074.77,0
14565,96,4,3099.12,0
14567,57,2,1530.3600000000001,1
14569,2,1,227.39,1
14570,281,2,218.06,2
14572,4,7,2832.84,0
14573,180,9,1653.42,0
14576,373,1,35.400000000000006,2
14577,13,4,859.71,1
14578,4,1,168.63,1
14581,17,1,138.6,1
14582,41,1,114.11,1
14583,6,5,1052.55,0
14584,170,4,1042.26,1
14585,51,1,157.05,1
14586,277,1,237.36,2
14587,19,9,1601.14,0
14589,372,1,39.75,2
14591,16,4,1447.14,0
14592,36,3,570.46,1
14593,22,3,617.99,1
14594,8,2,379.83,1
14595,20,6,1740.6,0
14597,12,2,883.15,1
14598,45,1,221.97,1
14600,306,1,393.33000000000004,2
14601,11,1,213.96,1
14603,275,1,660.0,2
14606,2,93,12156.65,0
14607,16,14,16569.5,0
14608,5,4,1785.15,0
14609,73,4,601.56,1
14616,243,3,406.08000000000004,2
14618,10,3,553.44,1
14619,246,1,394.44,2
14620,206,2,412.78000000000003,2
14621,2,5,1788.3600000000001,0
14622,185,1,320.58000000000004,2
14623,33,5,889.25,0
14624,58,2,225.85,1
14625,197,2,899.63,2
14626,24,4,2791.27,0
14628,92,2,671.96,1
14629,5,2,959.01,1
14631,51,3,1006.98,1
14632,263,1,114.56,2
14633,267,1,344.90000000000003,2
14636,37,2,609.85,1
14638,51,1,443.6,1
14639,53,6,2984.49,0
14640,25,6,2125.08,0
14641,22,1,110.46,1
14642,59,1,96.12,1
14643,171,2,693.8100000000001,2
14644,68,2,830.76,1
14645,157,2,597.09,1
14647,202,1,243.22,2
14649,5,4,1417.29,0
14651,68,2,654.6,1
14652,78,1,114.18,1
14653,2,7,1947.55,0
14655,9,4,1932.23,0
14656,170,2,291.05,2
14657,18,4,848.22,1
14658,6,2,247.15,1
14659,9,9,2529.93,0
14660,87,2,285.74,1
14661,27,1,107.95,1
14662,29,4,771.17,1
14664,20,2,637.89,1
14665,61,5,1835.7,0
14666,25,1,195.25,1
14667,11,25,9241.2,0
14669,242,3,1269.99,2
14670,281,2,411.53,2
14672,235,2,765.55,2
14673,4,5,1736.4,0
14675,17,1,604.75,1
14676,32,6,2548.2400000000002,0
14680,26,16,28754.11,0
14681,72,3,498.95,1
14682,188,2,52.0,2
14684,26,5,1236.28,0
14687,107,1,628.38,1
14688,8,21,5630.87,0
14689,209,1,112.8,2
14690,45,2,371.7,1
14691,31,5,2114.33,0
14692,138,4,591.55,1
14693,265,1,172.9,2
14696,5,7,2078.95,0
14697,219,2,188.60999999999999,2
14698,2,5,1250.76,0
14699,215,1,109.13000000000001,2
14700,33,3,2235.3,0
14701,11,9,2549.37,0
14702,2,17,3292.14,0
14703,15,1,318.17,1
14704,12,9,1546.91,0
14705,199,1,179.0,2
14708,3,3,1126.37,1
14709,16,13,4921.04,0
14710,15,4,606.13,1
14711,11,11,2868.8,0
14712,30,3,917.07,1
14713,10,11,2666.36,0
14714,25,1,160.19,1
14715,25,4,867.38,1
14716,44,2,329.68,1
14719,2,5,1602.13,0
14720,6,3,663.81,1
14722,148,1,187.92000000000002,2
14723,11,6,1158.3,0
14725,25,1,718.08,1
14727,275,1,268.58,2
14729,374,1,313.49,2
14730,2,8,2005.06,0
14731,48,3,380.02,1
14732,9,8,2702.4900000000002,0
14733,17,12,9585.91,0
14735,4,32,6065.69,0
14737,4,3,1164.55,1
14738,43,7,1314.45,0
14739,5,7,3902.28,0
14740,198,3,1448.21,2
14741,12,6,1400.34,0
14744,17,7,1099.98,0
14745,113,5,1220.26,0
14747,250,1,328.2,2
14748,30,5,1415.75,0
14752,44,1,389.64,1
14753,88,1,563.15,1
14754,45,2,638.05,1
14755,10,11,5010.28,0
14756,16,1,738.96,1
14757,76,1,420.5,1
14758,145,4,1484.06,0
14759,5,3,1625.97,0
14760,298,1,89.2,2
14761,59,2,255.9,1
14762,264,1,300.52,2
14764,47,1,278.3,1
14765,30,3,254.11,1
14766,9,6,2473.37,0
14768,18,2,192.60000000000002,1
14769,3,8,10674.75,0
14770,233,2,876.42,2
14772,113,1,139.26,1
14775,59,3,1011.9,1
14776,52,11,2538.3,0
14778,128,2,730.86,1
14779,281,3,386.15,2
14780,55,2,447.68,1
14782,320,1,200.10000000000002,2
14784,27,2,289.99,1
14785,11,2,77.4,1
14788,8,2,679.4399999999999,1
14789,29,1,197.64,1
14790,17,4,745.06,1
14792,64,1,6.2,1
14793,22,1,228.99,1
14794,3,7,1319.91,0
14795,167,1,131.45000000000002,2
14796,2,17,8022.49,0
14798,53,3,173.74,1
14799,52,1,157.7,1
14800,48,12,4339.74,0
14801,62,1,193.14,1
14803,163,3,845.55,1
14804,9,1,353.27,1
14805,16,4,554.65,1
14806,76,1,193.39000000000001,1
14808,40,8,2741.17,0
14810,41,11,2087.88,0
14813,370,2,155.43,2
14815,37,2,778.5,1
14816,198,1,271.85,2
14817,201,2,1110.34,2
14818,74,3,657.8,1
14819,65,2,272.07,1
14820,22,4,507.29,1
14821,367,1,48.800000000000004,2
14823,181,3,321.43,2
14824,11,4,1127.71,0
14825,4,12,2226.91,0
14828,197,3,2139.76,2
14829,30,4,697.55,1
14830,54,1,197.13,1
14834,18,6,1720.3,0
14836,11,3,102.44999999999999,1
14837,90,4,1649.5,0
14840,268,1,62.85,2
14841,54,6,3295.76,0
14842,44,4,2824.69,0
14844,64,4,3189.81,0
14847,149,1,309.4,2
14849,22,25,7930.54,0
14850,312,1,325.75,2
14851,24,2,511.35,1
14852,59,6,2836.69,0
14853,25,2,475.8,1
14854,79,7,2759.83,0
14855,120,2,645.65,1
14856,37,3,1311.3799999999999,1
14857,60,2,1173.12,1
14859,13,4,1353.74,0
14860,20,1,170.32,1
14861,53,1,125.79,1
14862,26,2,841.1999999999999,1
14863,30,1,266.76,1
14865,8,2,52.2,1
14866,11,12,14389.9,0
14867,186,3,710.28,2
14868,4,8,2953.59,0
14869,9,2,725.7,1
14870,262,1,327.25,2
14871,4,4,522.38,1
14873,211,1,519.68,2
14875,108,2,1465.3200000000002,1
14878,13,9,1485.54,0
14880,78,3,706.19,1
14881,20,1,255.4,1
14882,27,2,589.7,1
14883,19,6,761.59,0
14885,132,1,765.3199999999999,1
14886,253,1,364.8,2
14887,80,1,1862.0,1
14888,208,1,369.2,2
14889,337,1,135.9,2
14890,254,1,125.65,2
14891,149,2,554.38,1
14893,10,2,1237.8500000000001,1
14894,86,1,655.75,1
14895,8,20,11138.710000000001,0
14896,205,2,468.77000000000004,2
14897,8,4,1366.38,0
14898,24,6,1303.52,0
14901,12,9,1421.29,0
14902,26,1,332.66,1
14903,22,5,2810.63,0
14904,3,2,1025.44,1
14905,158,2,616.15,1
14907,4,7,3501.1,0
14908,75,1,277.8,1
14910,3,4,434.35,1
14913,36,4,1227.43,0
14915,92,2,307.48,1
14916,71,4,1268.98,0
14918,116,2,1610.15,1
14920,213,2,977.77,2
14921,31,2,1316.07,1
14923,51,1,749.1,1
14924,246,1,310.05,2
14929,33,1,223.88,1
14944,30,12,5900.25,0
14946,15,1,100.9,1
14947,73,2,290.82,1
14948,24,6,1101.97,0
14950,20,1,371.2,1
14951,80,1,311.69,1
14952,60,11,8099.49,0
14953,26,1,289.82,1
14954,13,1,336.17,1
14957,254,1,58.49,2
14958,148,3,499.68,1
14959,65,4,695.42,1
14960,9,2,221.27,1
14961,11,9,7044.68,0
14962,271,1,126.7,2
14963,10,5,1487.8,0
14964,248,1,206.21,2
14965,97,2,599.0,1
14966,15,1,191.32,1
14967,50,1,463.8,1
14968,31,1,147.59,1
14970,69,4,1592.06,0
14971,36,3,1116.57,1
14972,129,1,114.77,1
14973,108,3,1314.45,1
14974,38,1,114.39,1
14975,58,1,279.94,1
14976,58,7,790.86,0
14978,73,5,1931.42,0
14981,247,1,102.12,2
14984,20,2,213.27,1
14985,199,2,296.75,2
14987,16,2,326.4,1
14988,212,1,334.54,2
14995,39,2,233.23000000000002,1
14997,47,3,546.1999999999999,1
14998,171,2,429.87,2
15000,48,1,490.52,1
15002,116,4,1641.76,0
15004,148,1,1246.32,1
15005,16,28,6316.57,0
15006,52,1,502.09,1
15007,160,1,156.91,2
15009,13,3,1261.78,1
15010,36,1,308.94,1
15012,54,2,423.04,1
15014,44,2,260.17,1
15016,173,1,170.04,2
15017,34,1,125.58,1
15018,39,3,496.21000000000004,1
15019,267,1,266.0,2
15021,9,9,1914.82,0
15022,12,4,905.04,1
15023,4,11,6802.76,0
15024,10,10,1661.33,0
15025,34,1,377.01,1
15026,81,3,469.0,1
15027,31,4,1066.1499999999999,1
15028,9,4,627.13,1
15030,72,2,518.28,1
15031,5,4,668.14,1
15032,257,3,4959.1,2
15033,5,10,2586.67,0
15034,16,8,4308.61,0
15035,90,1,252.73000000000002,1
15036,73,3,465.55,1
15038,59,6,705.49,0
15039,10,47,19914.44,0
15041,171,1,180.35,2
15042,200,1,135.93,2
15043,32,1,537.0,1
15044,20,17,7700.2300000000005,0
15045,152,2,735.66,1
15046,10,15,5213.7699999999995,0
15047,270,1,343.62,2
15048,66,4,384.05,1
15049,274,1,121.17000000000002,2
15050,26,3,1782.09,0
15051,24,3,1391.61,1
15052,320,1,215.78,2
15053,5,3,697.79,1
15054,13,2,302.1,1
15057,276,2,1489.5,2
15058,26,11,2124.9900000000002,0
15059,41,9,1337.72,0
15060,9,4,303.09,1
15061,4,48,54534.14,0
15062,72,4,987.86,1
15063,214,1,370.79999999999995,2
15065,38,4,3158.13,0
15066,54,1,893.59,1
15067,79,3,1744.76,1
15068,47,2,553.36,1
15069,180,1,1109.53,2
15070,373,1,106.2,2
15071,94,2,982.07,1
15073,10,3,1043.41,1
15074,106,1,748.87,1
15075,78,1,773.03,1
15076,173,1,880.85,2
15078,8,32,9743.11,0
15079,213,4,895.61,2
15081,23,5,504.8,1
15083,257,1,88.2,2
15087,282,1,306.94,2
15088,22,2,1160.07,1
15089,11,6,2420.84,0
15090,309,1,381.32,2
15091,68,1,480.71,1
15092,216,2,457.81,2
15093,19,6,4597.02,0
15095,104,4,1370.6,0
15096,43,1,219.39000000000001,1
15097,5,1,248.08,1
15098,183,3,39916.5,0
15099,85,1,410.48,1
15100,334,3,876.0,2
15101,9,2,317.53,1
15103,32,2,703.36,1
15104,197,2,1027.44,2
15105,19,7,2298.93,0
15106,18,5,1422.52,0
15107,312,6,319.5,2
15109,246,1,484.95,2
15110,24,4,996.1,1
15111,30,3,1567.48,1
15113,10,3,3609.33,0
15114,31,10,2760.56,0
15115,19,1,340.11,1
15116,18,4,1352.75,0
15117,15,5,1551.78,0
15118,135,1,244.8,1
15119,246,1,266.4,2
15120,134,1,358.82,1
15121,51,2,457.72,1
15122,115,3,1633.78,1
15123,8,2,2199.31,1
15124,23,2,184.19,1
15125,26,15,11528.48,0
15127,66,1,406.53,1
15128,61,4,1471.0,0
15129,51,11,3447.4,0
15130,170,1,330.11,2
15132,19,5,977.9300000000001,0
15133,128,3,982.42,1
15134,15,8,1387.99,0
15135,240,1,139.05,2
15136,3,4,1286.7,0
15139,240,2,178.96,2
15140,53,7,2354.25,0
15142,47,1,498.74,1
15143,226,1,259.45,2
15144,9,17,6580.44,0
15145,5,4,1194.73,0
15146,165,2,1327.16,1
15147,241,1,623.5,2
15148,11,1,301.29,1
15149,134,1,520.8000000000001,1
15150,18,10,5314.47,0
15152,10,13,4745.69,0
15153,32,1,329.25,1
15154,76,1,296.42,1
15156,2,3,961.49,1
15157,4,3,1936.07,0
15158,46,1,401.40000000000003,1
15159,2,30,18641.010000000002,0
15160,358,1,158.16,2
15163,19,2,304.47,1
15164,69,3,843.05,1
15165,374,1,487.75,2
15167,321,1,163.0,2
15168,26,1,106.56,1
15171,332,1,1289.5,2
15172,9,5,1624.05,0
15174,323,1,135.75,2
15175,72,1,224.14,1
15178,261,1,40.5,2
15179,19,5,2206.95,0
15180,368,1,87.5,2
15181,67,3,689.4799999999999,1
15182,155,2,622.85,1
15184,30,2,406.76,1
15185,71,1,310.62,1
15186,15,2,411.41,1
15187,2,16,4777.18,0
15189,2,41,16225.39,0
15192,120,3,1044.32,1
15193,61,1,499.32,1
15194,4,15,7616.53,0
15195,3,1,3861.0,1
15197,11,3,1079.6100000000001,1
15198,93,2,193.64,1
15199,60,4,1268.7,0
15201,88,5,1236.54,0
15203,26,6,1827.8,0
15204,358,1,316.58,2
15205,86,2,653.24,1
15206,11,4,420.29999999999995,1
15208,2,5,870.12,0
15210,226,1,331.18,2
15211,61,2,894.4100000000001,1
15212,242,1,101.8,2
15213,319,2,328.35,2
15214,2,8,1661.44,0
15215,47,3,734.94,1
15216,88,1,96.6,1
15218,11,11,5756.89,0
15219,177,1,305.75,2
15220,52,6,1778.96,0
15221,367,1,403.25,2
15222,319,1,585.0,2
15223,226,2,755.75,2
15224,359,2,322.08,2
15225,235,1,409.40000000000003,2
15226,311,1,154.41,2
15227,37,5,1219.4,0
15228,67,4,3386.71,0
15230,240,2,429.6,2
15232,114,2,612.06,1
15234,277,1,197.0,2
15235,218,12,2247.51,0
15236,299,1,321.05,2
15237,2,4,1412.32,0
15238,30,3,1071.99,1
15239,11,2,780.59,1
15240,45,5,1706.57,0
15241,67,8,1756.44,0
15243,75,1,316.68,1
15244,66,2,631.57,1
15245,135,3,2515.84,0
15246,239,2,514.15,2
15247,123,1,356.0,1
15249,32,13,6688.46,0
15251,10,11,10484.99,0
15252,37,2,740.78,1
15253,17,5,918.1999999999999,0
15254,128,1,300.36,1
15255,67,1,890.85,1
15256,149,1,98.45,2
15257,284,1,317.15,2
15258,169,2,623.16,2
15260,101,7,1810.77,0
15261,136,1,254.82,1
15262,324,1,178.95000000000002,2
15263,107,1,156.51,1
15264,65,1,393.74,1
15265,152,2,1506.1200000000001,1
15266,339,1,119.3,2
15267,23,5,1717.36,0
15269,24,1,408.8,1
15270,16,7,2379.49,0
15271,8,15,2507.07,0
15272,58,2,721.94,1
15274,5,2,716.57,1
15275,38,1,615.14,1
15276,67,1,135.31,1
15277,47,1,255.89999999999998,1
15279,355,1,290.51,2
15280,173,1,113.12,2
15281,59,9,2332.15,0
15286,50,1,240.55,1
15287,23,2,486.69,1
15288,44,5,2306.52,0
15289,30,3,939.78,1
15290,5,18,7943.22,0
15291,26,15,4668.3,0
15292,202,1,180.94,2
15296,51,6,3672.86,0
15297,11,3,641.94,1
15298,3,12,4799.9,0
15299,68,7,4507.01,0
15300,65,1,496.44,1
15301,51,12,5070.35,0
15303,291,1,574.02,2
15304,61,8,694.4000000000001,0
15306,65,3,1174.35,1
15307,96,1,205.3,1
15308,275,1,310.47,2
15311,1,91,60767.9,0
15312,76,4,924.85,1
15313,111,1,52.0,1
15314,200,1,327.97,2
15315,65,2,570.5,1
15316,327,1,165.0,2
15318,4,1,312.62,1
15319,284,1,204.5,2
15320,45,1,267.13,1
15321,71,3,2748.31,0
15322,86,1,679.68,1
15325,104,1,162.29,1
15326,334,1,311.71,2
15327,53,1,208.75,1
15329,40,3,1049.7,1
15330,33,2,714.96,1
15333,209,1,1028.56,2
15334,157,3,351.67,1
15335,54,1,173.97,1
15339,67,2,574.07,1
15341,81,1,2020.52,1
15342,130,1,406.09,1
15343,88,1,364.5,1
15344,1,3,563.94,1
15345,46,1,393.54,1
15346,333,1,252.42000000000002,2
15347,367,1,201.60000000000002,2
15348,73,1,158.04,1
15349,159,2,473.81,1
15350,374,1,115.65,2
15351,13,7,1960.1100000000001,0
15353,255,2,777.02,2
15355,30,2,277.05,1
15356,32,10,2766.5,0
15358,5,22,8347.2,0
15360,40,1,427.93,1
15361,362,1,418.92,2
15363,373,1,326.0,2
15364,96,2,913.19,1
15365,26,7,2314.32,0
15366,76,2,602.51,1
15367,58,4,1877.59,0
15368,22,1,446.94000000000005,1
15370,41,7,2386.05,0
15372,138,1,2007.3999999999999,1
15373,9,12,2415.91,0
15374,129,1,168.0,1
15376,41,3,1233.3600000000001,1
15379,170,7,3703.29,0
15380,9,5,1690.2600000000002,0
15381,214,2,596.85,2
15382,15,6,5955.71,0
15384,170,2,642.41,2
15385,41,1,316.88,1
15386,187,1,394.14,2
15389,173,1,500.0,2
15392,5,4,1535.53,0
15393,17,2,231.86,1
15394,10,4,2183.54,0
15395,326,1,107.45,2
15396,113,1,288.18,1
15397,290,1,94.0,2
15398,17,2,1345.53,1
15399,2,3,815.77,1
15400,93,5,716.2,1
15402,149,2,626.77,1
15405,190,1,349.1,2
15406,32,2,510.71000000000004,1
15407,34,4,1056.44,1
15408,265,1,267.18,2
15410,85,8,3450.84,0
15411,27,4,1358.88,0
15412,172,1,190.53,2
15414,10,3,774.9000000000001,1
15415,314,1,572.8100000000001,2
15416,65,4,3984.32,0
15417,86,1,508.8,1
15419,25,1,135.86,1
15421,59,4,950.36,1
15422,324,2,97.7,2
15423,39,1,43.5,1
15424,255,2,383.34,2
15426,20,5,1447.39,0
15427,34,3,1483.14,1
15428,16,1,93.78,1
15429,27,2,397.35,1
15432,24,1,171.19,1
15433,214,2,533.3,2
15434,9,5,1041.48,0
15435,23,1,149.29,1
15436,13,3,1122.53,1
15437,263,1,200.16,2
15438,132,1,156.57999999999998,1
15440,55,3,383.68,1
15442,249,1,594.0,2
15443,2,7,3236.91,0
15444,10,2,1418.26,1
15445,265,1,113.5,2
15447,331,1,155.17,2
15448,313,1,494.64,2
15449,27,3,974.52,1
15450,31,1,429.84,1
15452,30,3,538.73,1
15453,2,7,1388.37,0
15454,363,1,179.1,2
15456,284,3,447.22,2
15457,263,1,237.07,2
15458,26,1,161.64,1
15460,355,1,216.76,2
15462,95,3,234.6,1
15463,30,1,126.14,1
15464,339,1,1048.85,2
15465,20,18,7354.62,0
15466,86,1,334.53,1
15467,10,3,524.88,1
15468,52,2,467.51,1
15469,51,2,538.55,1
15471,3,1,469.48,1
15472,114,1,371.56,1
15473,15,7,1771.2,0
15475,78,1,454.10999999999996,1
15478,41,2,1441.42,1
15482,16,12,11054.96,0
15483,162,4,233.81,1
15484,2,4,3594.31,0
15485,31,3,2575.0,0
15488,93,1,91.32000000000001,1
15489,23,3,1134.28,1
15491,96,6,3100.09,0
15492,29,2,659.4599999999999,1
15493,33,5,2001.8,0
15494,22,2,1299.23,1
15497,18,2,1262.2,1
15498,3,27,13316.4,0
15500,9,4,1131.56,0
15502,16,12,10384.93,0
15503,363,1,147.09,2
15504,82,1,52.83,1
15505,53,5,3610.96,0
15506,23,3,979.26,1
15507,172,1,492.36,2
15508,190,6,1000.27,0
15510,331,1,250.0,2
15511,12,5,909.23,0
15512,156,2,121.0,2
15513,34,19,14758.220000000001,0
15514,13,11,4139.46,0
15516,45,3,62.43,1
15517,234,1,267.03,2
15518,65,8,1942.45,0
15520,2,1,343.5,1
15521,41,8,3000.2,0
15522,33,2,398.84,1
15523,85,1,412.01000000000005,1
15524,25,1,440.0,1
15525,3,3,825.92,1
15526,34,2,148.44,1
15527,19,8,2429.78,0
15528,255,1,229.33,2
15529,23,11,3995.23,0
15530,22,4,1502.35,0
15531,9,2,2007.44,1
15532,26,4,1580.93,0
15533,20,3,807.57,1
15535,174,4,536.4,1
15537,164,1,110.92,2
15539,8,1,538.46,1
15540,12,1,213.3,1
15541,115,1,85.13000000000001,1
15543,289,1,127.86,2
15544,10,9,3546.71,0
15545,55,2,292.71999999999997,1
15547,8,14,4954.84,0
15549,78,3,1693.26,1
15550,5,4,575.63,1
15551,37,1,436.06,1
15552,218,1,90.12,2
15553,61,1,437.23,1
15554,278,1,217.2,2
15555,13,16,4805.17,0
15556,25,1,279.77,1
15557,29,1,473.65000000000003,1
15561,12,4,800.59,1
15562,352,1,134.55,2
15563,23,4,1400.44,0
15565,51,2,173.16,1
15567,19,1,186.01,1
15568,3,3,758.29,1
15569,104,5,1375.71,0
15570,8,12,4165.52,0
15571,12,4,650.4300000000001,1
15572,5,7,2552.86,0
15573,32,2,607.45,1
15574,178,4,702.25,1
15576,38,1,940.6700000000001,1
15577,152,3,258.88,1
15578,163,1,127.1,2
15579,69,2,348.6,1
15581,121,13,3679.9700000000003,0
15582,25,3,682.9100000000001,1
15584,24,4,725.11,1
15585,177,1,455.3,2
15587,51,4,913.6800000000001,1
15589,256,3,478.53000000000003,2
15592,47,1,388.58,1
15593,71,1,199.8,1
15594,16,5,1771.78,0
15596,101,5,1406.59,0
15597,36,1,324.57,1
15598,54,1,240.68,1
15599,27,2,761.74,1
15601,12,14,6776.56,0
15602,9,9,1297.8700000000001,0
15603,79,1,48.480000000000004,1
15604,53,1,216.39,1
15605,37,5,1198.23,0
15606,62,9,2920.16,0
15607,337,1,104.76,2
15608,29,4,1093.68,0
15609,185,1,298.48,2
15610,52,1,112.46000000000001,1
15611,10,13,1591.45,0
15612,37,2,195.15,1
15615,11,23,10399.74,0
15618,33,4,776.851,1
15619,11,1,336.40000000000003,1
15620,57,3,1553.18,1
15621,5,4,1293.03,0
15622,44,9,3709.56,0
15623,142,1,301.03,1
15624,117,4,588.13,1
15625,104,4,1534.26,0
15626,75,2,675.8,1
15628,5,9,2870.2400000000002,0
15630,46,2,1186.35,1
15632,16,8,3285.31,0
15634,18,1,243.55,1
15636,90,2,724.76,1
15637,53,1,223.36,1
15639,135,1,425.32,1
15640,5,15,12515.66,0
15641,106,4,1887.2,0
15643,192,3,664.0,2
15644,167,4,813.0,1
15645,19,1,612.01,1
15646,158,3,447.64000000000004,1
